10,6858
18,0588
23,0578
26,3693
28,7046
29,8958
30,4333
30,2565
28,6369
26,7826
25,3781
23,6463
21,6093
18,4738
15,4454
12,4858
9,69832
7,11142
4,74017
2,58011
0,660057
-1,04459
-2,56542
-3,8759
-4,60049
-4,49748
-3,75034
-1,4622
1,0171
2,95172
3,38307
3,28194
3,84143
5,16001
5,3382
5,27291
5,73968
5,89856
5,48303
4,80341
4,46349
4,06125
3,43414
3,0408
2,70202
1,92042
1,51531
1,06014
0,700215
0,385006
0,205631
-0,0754058
-0,00716512
0,135922
0,236454
0,436097
0,213316
0,169727
0,0842404
-0,209204
-0,656653
-1,08599
-1,67787
-2,18629
-2,47049
-2,8393
-3,09926
-3,57597
-4,12182
-4,5588
-4,77005
-4,68496
-4,67415
-4,76029
-4,73879
-4,69584
-4,45503
-4,20702
-4,17938
-4,21551
-4,33242
-4,44532
-4,79351
-4,72055
-3,90653
-2,4679
-0,571758
0,951175
1,77755
2,50474
2,77336
3,19724
3,45004
3,58178
3,39809
3,16839
2,94783
2,64228
2,24961
1,81856
1,52734
1,64486
1,53646
1,44503
1,21398
0,96877
1,05333
1,30309
1,45552
1,60118
1,93608
2,46011
2,79575
2,76007
2,37075
2,20432
2,47553
2,84626
3,19532
3,1275
2,8416
2,73604
2,59067
2,38497
2,29945
2,22695
1,95438
1,9861
2,48547
3,23531
3,80678
4,14484
4,30828
4,27241
3,99821
3,70573
3,3841
3,17546
3,10567
3,18068
3,21012
3,05279
2,87594
2,65088
2,41504
2,05581
1,56187
1,16707
0,92499
0,739864
0,526728
0,326659
0,115197
-0,135607
-0,28849
-0,305962
-0,404579
-0,419644
-0,244906
0,0822562
0,498432
1,13115
1,91149
2,83662
3,91777
4,96542
5,29524
5,38887
5,58877
5,8557
5,88166
6,04236
6,24419
6,28292
6,05812
5,81457
5,57925
5,64725
6,35131
7,89646
10,0694
12,8784
16,4678
18,9751
19,8091
19,5492
19,6095
20,7396
23,3309
27,1966
30,84
32,7455
35,678
39,7448
44,0143
48,9361
53,9507
57,9789
59,2686
55,3567
47,8615
37,9443
28,3552
23,0338
21,4903
21,1579
18,9357
17,5358
16,6719
15,8626
15,1822
16,0384
20,0686
24,4379
24,9806
27,5664
29,3599
29,0986
28,655
29,0255
28,3898
27,6583
26,8206
25,6738
24,6238
23,0757
23,2018
27,2343
33,139
36,6689
41,3544
48,1695
53,7835
61,008
71,7867
83,6221
85,7595
78,8379
78,5732
84,0484
81,8012
73,8582
66,7514
60,5867
56,502
47,4159
34,6057
20,0623
7,27116
0,669327
-1,86512
-2,38752
-1,69253
-0,23786
4,8777
13,0995
20,3571
29,0037
35,1644
37,6145
38,4603
41,6329
45,8208
49,2957
49,254
47,2435
49,1158
54,3523
58,3265
54,3402
46,0916
43,805
43,4689
41,2298
38,4928
38,3377
41,62
45,2358
47,0561
52,7237
56,6516
61,1775
67,0095
75,3661
87,9727
103,052
101,289
105,168
112,356
118,501
119,659
119,127
118,275
121,394
126,904
133,337
138,181
142,222
151,871
172,63
169,736
145,928
121,151
113,872
113,197
114,984
121,515
131,025
137,675
142,619
146,065
146,603
146,718
145,409
141,313
140,349
139,674
133,879
124,384
116,397
101,765
69,7293
31,4444
15,0243
-7,26323
-41,0472
-80,99
-118,687
-145,165
-170,938
-202,253
-235,579
-264,849
-276,098
-268,688
-237,801
-207,281
-193,485
-189,899
-177,102
-168,29
-163,249
-154,713
-139,362
-112,614
-90,0689
-66,7331
-43,7025
-25,9825
-15,0908
-3,61561
5,10927
1,45175
-7,15567
-16,9403
-28,6201
-47,4125
-71,6824
-84,8076
-99,8105
